,word1,word2,prediction
0,abandon,frost,-1.035709086805582
1,abandon,railroad,-1.0085319485515356
2,abortion,religion,-0.6230818629264832
3,abstract,candle,-0.9320289567112923
4,abstract,frog,-0.9016336873173714
5,abstract,moon,-0.847394585609436
6,abstract,rally,-0.9836983773857355
7,abuse,abuse,-0.0
8,abuse,disorder,-0.5383196175098419
9,accommodate,adjust,-0.6988112032413483
10,accommodation,accommodation,-0.0
11,accompany,walking,-0.9627120718359947
12,account,explanation,-0.7417463064193726
13,account,invoice,-0.5464689135551453
14,act,improvement,-1.0137251364067197
15,action,adjustment,-0.9445912949740887
16,action,entrance,-1.038365375250578
17,activity,solo,-1.003167528891936
18,activity,variation,-0.8420422226190567
19,actor,amateur,-0.8995982632040977
20,ad,track,-1.0241786763072014
21,add,increased,-0.7681831866502762
22,add,string,-0.7334684133529663
23,addition,segment,-0.7964096516370773
24,admitting,confess,-0.4640713930130005
25,adult,dentist,-0.9981509005883709
26,advance,advance,-0.0
27,advance,string,-1.0178020019084215
28,advice,recommendation,-0.6155632436275482
29,advised,murder,-0.9538158848881721
30,aerial,clown,-1.0943085625767708
31,africa,territory,-0.6867069900035858
32,age,history,-0.8573091924190521
33,agency,police,-0.7006316184997559
34,aim,intending,-0.6717887818813324
35,air,cold,-0.5767618119716644
36,air,plasma,-0.8218248635530472
37,air,satellite,-0.7105817794799805
38,aircraft,fleet,-0.4391842484474182
39,aircraft,flight,-0.3047753572463989
40,aircraft,yacht,-0.6437280476093292
41,airplane,plane,-0.15837836265563965
42,ale,bitter,-0.5358012020587921
43,alley,street,-0.39928627014160156
44,aluminum,component,-0.7580022662878036
45,aluminum,imperative,-1.053714293986559
46,american,lobster,-0.9971541133709252
47,ammunition,intolerable,-0.9521717764437199
48,amount,number,-0.6712987720966339
49,amounted,make,-1.0501972325146198
50,amusement,athletics,-0.7763704061508179
51,amusement,procedure,-1.0008595749386586
52,anatomy,palm,-0.858377993106842
53,ancient,city,-0.7992964088916779
54,angel,asphalt,-0.9565841071307659
55,angel,pod,-0.9035132378339767
56,angrier,stormy,-0.7788990437984467
57,animal,asia,-0.7819613367319107
58,animal,flora,-0.7331157624721527
59,animal,giraffe,-0.5249775648117065
60,animal,mural,-0.8723603188991547
61,animal,wild,-0.5586742460727692
62,animal,worm,-0.8030828833580017
63,animal,zoo,-0.40333032608032227
64,anniversary,marriage,-0.6269145011901855
65,answering,counter,-0.9058749452233315
66,anxiety,insecurities,-0.46124136447906494
67,apartment,staircase,-0.7721523344516754
68,appliance,dryer,-0.6049960255622864
69,appreciate,see,-0.6614351868629456
70,approach,avenue,-0.9776320233941078
71,approach,merit,-1.0237908642739058
72,approach,trench,-0.7507724463939667
73,approval,encouragement,-0.7941897660493851
74,approving,interaction,-0.9742343369871378
75,aquarium,coin,-1.1083149537444115
76,arch,brick,-0.6579650342464447
77,arch,roof,-0.5408959686756134
78,architecture,urban,-0.7043258249759674
79,area,space,-0.5820267200469971
80,argument,evidence,-0.6714870929718018
81,arm,bicycle,-0.7920909374952316
82,arm,television,-0.9350771084427834
83,arrange,discard,-0.6586114466190338
84,arrange,study,-0.9685694128274918
85,arrangement,blizzard,-1.019545091316104
86,arrangement,room,-0.7882820069789886
87,art,craft,-0.5939479470252991
88,art,gem,-0.8598125129938126
89,art,museum,-0.45570582151412964
90,art,painting,-0.26503151655197144
91,article,cup,-0.9512648843228817
92,article,girl,-0.8831757828593254
93,ash,bone,-0.7997363656759262
94,ash,coil,-1.0071435761637986
95,asphalt,crane,-0.9165288805961609
96,asphalt,water,-0.7455998957157135
97,assets,exclude,-0.8710707724094391
98,association,organization,-0.48438817262649536
99,association,realtor,-0.6657155454158783
100,asylum,dollar,-1.075996458530426
101,asylum,shelter,-0.8392541110515594
102,athletics,racing,-0.6473329365253448
103,athletics,swimming,-0.6052155494689941
104,attempt,give,-0.8189722150564194
105,attempt,initiate,-0.5649794638156891
106,attitude,notice,-0.8976091742515564
107,attitude,study,-0.9548408500850201
108,attorney,lawyer,-0.06606769561767578
109,auto,bright,-0.9846634427085519
110,automobile,fabric,-0.9662281163036823
111,automobile,racing,-0.5710066556930542
112,autumn,foliage,-0.3938465714454651
113,autumn,hat,-0.7747654467821121
114,autumn,sunshine,-0.5006361305713654
115,autumn,winter,-0.22598391771316528
116,award,citation,-0.7224603891372681
117,baby,treat,-0.9871414061635733
118,back,lumbar,-0.7554298788309097
119,back,shifting,-0.9196588173508644
120,bacon,bread,-0.3682789206504822
121,bacon,pepper,-0.43349504470825195
122,bacon,salad,-0.4175909757614136
123,bacon,tomato,-0.4594108462333679
124,bacon,wild,-0.8161261230707169
125,bag,cop,-0.9191334396600723
126,bag,flag,-0.8928666487336159
127,bakery,cake,-0.5660865008831024
128,bakery,vehicle,-1.1149848848581314
129,balance,gauge,-1.0345030836760998
130,banana,salad,-0.6297764778137207
131,band,guitar,-0.44357895851135254
132,band,metal,-0.539493203163147
133,band,play,-0.9493629299104214
134,band,uniform,-0.8353875875473022
135,band,vinyl,-0.714990109205246
136,bank,smell,-0.957409530878067
137,bankruptcy,enterprise,-0.9098751321434975
138,bar,diner,-0.5535070598125458
139,bar,ship,-0.9420956894755363
140,bar,stair,-0.8793752938508987
141,bar,sushi,-0.6420325934886932
142,barn,food,-1.0596762411296368
143,barrel,gallon,-0.7918993681669235
144,base,club,-0.9762340467423201
145,baseball,born,-1.180639773607254
146,baseball,cactus,-0.9581615217030048
147,baseball,game,-0.5000753998756409
148,baseball,hockey,-0.22039341926574707
149,baseball,season,-0.48860281705856323
150,basket,dinner,-0.7871945351362228
151,basketball,lesson,-0.8780847117304802
152,basketball,squash,-0.6265124380588531
153,bat,bats,-0.18217861652374268
154,bath,bedroom,-0.3483395576477051
155,bath,floor,-0.5257628560066223
156,bath,hot,-0.7693198770284653
157,bath,sleep,-0.7981913089752197
158,bathroom,chamber,-1.0594612136483192
159,bay,curve,-1.143084242939949
160,bay,harbour,-0.41105180978775024
161,beach,cliff,-0.720053642988205
162,beach,pebble,-0.5535581111907959
163,bead,chess,-0.8670177459716797
164,bead,gold,-0.4349145293235779
165,bead,redhead,-0.9837233610451221
166,beam,column,-0.8002902567386627
167,beard,hair,-0.3523285984992981
168,beat,meter,-0.8139595836400986
169,bed,candy,-1.0660048797726631
170,bed,floor,-0.5772030055522919
171,bed,furniture,-0.6428450047969818
172,bed,layer,-0.8903343975543976
173,bed,pillow,-0.3838568329811096
174,bed,relax,-0.7628510594367981
175,bed,sitting,-0.6130738258361816
176,bed,staircase,-0.8009875267744064
177,bedroom,canyon,-0.9902575984597206
178,bedroom,ceiling,-0.576816976070404
179,bedroom,cell,-0.9182839915156364
180,bedroom,construction,-0.9854202680289745
181,bedroom,door,-0.6822963356971741
182,bedroom,downtown,-0.916521467268467
183,bedroom,room,-0.3480914831161499
184,bedroom,stair,-0.8184367120265961
185,bedroom,staircase,-0.6457025110721588
186,beef,chicken,-0.19546163082122803
187,beef,lamb,-0.2904561161994934
188,beef,pepper,-0.5315165221691132
189,beef,potato,-0.5045883655548096
190,beer,patio,-0.8577053248882294
191,beer,wild,-1.0323744677007198
192,being,characters,-0.791803702712059
193,believe,week,-0.91317930072546
194,belly,black,-0.8486531674861908
195,belly,dance,-0.6645451486110687
196,belly,dark,-0.8970805704593658
197,belly,field,-1.160885065793991
198,belly,stripe,-0.8460197299718857
199,bench,game,-0.8544454872608185
200,benefited,get,-0.9151615127921104
201,bent,double,-0.9107087552547455
202,bent,inclination,-0.6525734961032867
203,berlin,germany,-0.26081210374832153
204,berry,blossom,-0.5451016426086426
205,berry,bright,-0.7786506116390228
206,berry,dessert,-0.6487097442150116
207,berry,ivy,-0.5617127418518066
208,berry,raspberry,-0.28183692693710327
209,berry,seed,-0.6494971513748169
210,berry,sweet,-0.5476297438144684
211,bias,prejudice,-0.5032912790775299
212,bible,misty,-1.0657535269856453
213,bicycle,green,-0.7582155764102936
214,bigger,large,-0.4669308662414551
215,bike,chopper,-0.6032743453979492
216,bikini,ivy,-0.930416889488697
217,bin,cup,-0.8392294943332672
218,bird,cock,-0.9985150522552431
219,bird,dragonfly,-0.3515944480895996
220,bird,flamingo,-0.4764973521232605
221,bird,goose,-0.48704737424850464
222,bird,insect,-0.42095518112182617
223,bird,reptile,-0.550150603055954
224,bird,shade,-0.8340585827827454
225,bird,solid,-1.0301364306360483
226,bishop,priest,-0.3200436234474182
227,bishop,radical,-0.9421856366097927
228,bishop,wine,-0.8425215631723404
229,bit,curb,-1.0234079901129007
230,bit,tool,-0.9280918464064598
231,bitter,taste,-0.5127709805965424
232,black,blue,-0.393793523311615
233,black,bright,-0.6447685658931732
234,black,brown,-0.2883954644203186
235,black,cigarette,-0.8319288045167923
236,black,juvenile,-0.8038040995597839
237,black,skirt,-0.580323338508606
238,black,white,-0.18855822086334229
239,blast,smashing,-0.5798456966876984
240,blaze,pig,-0.8698255568742752
241,blessing,patronage,-0.7293558418750763
242,blizzard,rash,-0.8364281505346298
243,block,hinder,-1.0088748624548316
244,blonde,haircut,-0.7345106303691864
245,blonde,wig,-0.632601410150528
246,bloom,flower,-0.28135305643081665
247,bloom,friend,-1.0062487102113664
248,bloom,plant,-0.42154330015182495
249,bloom,purple,-0.5084129571914673
250,blossom,bud,-0.3495974540710449
251,blossom,cherry,-0.5151419043540955
252,blossom,daisy,-0.4071351885795593
253,blossom,foliage,-0.3970862627029419
254,blossom,orange,-0.4945318102836609
255,blossom,petal,-0.24382567405700684
256,blossom,purple,-0.4208827018737793
257,blow,contact,-0.9790808111429214
258,blow,swat,-0.8234053403139114
259,blowing,smoking,-0.7578378766775131
260,blue,colour,-0.4788367748260498
261,blue,happy,-0.8191491514444351
262,blue,report,-0.7872563749551773
263,blue,shade,-0.5351420938968658
264,blue,skirt,-0.5355852544307709
265,blues,rhythm,-0.5509926676750183
266,blur,focus,-0.6010936498641968
267,blur,metro,-1.0651912912726402
268,board,deal,-0.689298152923584
269,boardwalk,park,-0.598182737827301
270,boast,complain,-0.7711746990680695
271,boat,negro,-0.8564869314432144
272,boat,shore,-0.31457793712615967
273,bold,forward,-0.8226633071899414
274,bold,leader,-0.9932774705812335
275,bone,skull,-0.38777977228164673
276,book,building,-0.9302235096693039
277,book,smoking,-0.9472886323928833
278,booklet,reference,-0.8402099311351776
279,boot,kick,-0.7186003923416138
280,boot,punch,-0.9682352542877197
281,bootleg,produce,-0.8248635828495026
282,bootleg,whiskey,-0.7247445583343506
283,born,construction,-0.945450909435749
284,born,mother,-0.4855673313140869
285,born,subway,-1.111349530518055
286,bottle,wine,-0.3427010178565979
287,bound,line,-0.955043151974678
288,bound,skirt,-0.8378590792417526
289,bowling,wheel,-0.9298252090811729
290,boxer,stair,-1.0018324570264667
291,boxing,hit,-1.0448912903666496
292,boy,hand,-0.8853492438793182
293,boy,live,-1.0165995825082064
294,bracelet,jewelry,-0.238722026348114
295,bracelet,mountain,-0.9468334205448627
296,brain,head,-0.5934924483299255
297,brake,click,-0.9953914559446275
298,branch,tea,-0.7483565807342529
299,brass,executive,-0.8321716040372849
300,brazil,nut,-0.8672688603401184
301,brazil,triple,-0.9484509713947773
302,bread,bun,-0.527256041765213
303,bread,cooking,-0.47994983196258545
304,bread,cover,-1.0011235069250688
305,bread,dessert,-0.45696771144866943
306,bread,egg,-0.5135691165924072
307,bread,medicine,-0.9613784626126289
308,break,glittering,-0.9245613738894463
309,break,scattered,-0.9943373207934201
310,breakfast,diner,-0.580429881811142
311,breakfast,evening,-0.6127529442310333
312,breakfast,lunch,-0.2898141145706177
313,breakfast,makeup,-1.022659532725811
314,breakfast,morning,-0.5674347579479218
315,breakfast,people,-0.939942292869091
316,breakfast,relax,-0.7340344786643982
317,brick,cement,-0.41056710481643677
318,brick,construction,-0.5919198393821716
319,brick,skyscraper,-0.6440063714981079
320,bride,photographer,-0.6720889210700989
321,bright,dark,-0.511142373085022
322,bright,fruit,-0.8198281228542328
323,bright,mist,-0.7932516932487488
324,bright,raspberry,-0.7876026034355164
325,bright,shade,-0.5032917857170105
326,bright,sky,-0.49627774953842163
327,bring,presenting,-0.93454959243536
328,bring,return,-0.7280980050563812
329,broadcast,packet,-0.7031806409358978
330,bronze,sculpture,-0.4309462308883667
331,bronze,suspicion,-0.9938575783744454
332,brown,green,-0.49928969144821167
333,brown,hawk,-0.7838725596666336
334,brown,purple,-0.5083152949810028
335,brown,white,-0.3089855909347534
336,brussels,sweden,-0.6292847096920013
337,bucket,water,-0.5751446485519409
338,bud,flower,-0.40181195735931396
339,bud,ivy,-0.6105559170246124
340,budget,fund,-0.6182487905025482
341,budget,scale,-0.8335947841405869
342,bug,insect,-0.5864763557910919
343,building,cafe,-0.8726301491260529
344,building,construction,-0.3503103256225586
345,building,downtown,-0.6522338688373566
346,building,floor,-0.6207281053066254
347,building,ministry,-0.8938336372375488
348,building,tall,-0.8495737761259079
349,building,zombie,-0.947294257581234
350,burger,cooking,-0.7020367383956909
351,burger,dessert,-0.6696662306785583
352,burger,salad,-0.3880908489227295
353,burger,soup,-0.4748275876045227
354,burn,fire,-0.5232976675033569
355,burn,ripple,-0.9608779475092888
356,bus,rail,-0.527523547410965
357,business,railway,-0.8808828890323639
358,butter,stick,-0.6643081903457642
359,butterfly,caterpillar,-0.6491540968418121
360,butterfly,dragonfly,-0.18631213903427124
361,butterfly,glittering,-0.7054671049118042
362,button,sticker,-0.9191331937909126
363,cafe,child,-1.0390366651117802
364,cafe,coffee,-0.4377363324165344
365,cafe,dinner,-0.5376318693161011
366,cafe,donut,-0.6256440877914429
367,cafe,lunch,-0.5040387213230133
368,cafe,pub,-0.4176085591316223
369,cafe,reflection,-0.8514952659606934
370,cafe,relax,-0.6662525534629822
371,cafe,shop,-0.4650084972381592
372,cafe,spiral,-0.9214334040880203
373,cake,christmas,-0.5599597990512848
374,call,meeting,-0.8136312961578369
375,call,statement,-0.6562314927577972
376,call,telephone,-0.5084365904331207
377,camel,desert,-0.6125114858150482
378,camp,camp,-0.0
379,campaign,conspiracy,-0.9254964888095856
380,can,sketch,-1.0812886729836464
381,candidate,republic,-0.8250532448291779
382,canine,dog,-0.21174007654190063
383,canyon,landscape,-0.8056036978960037
384,canyon,river,-0.5121591091156006
385,car,insurance,-0.5414109230041504
386,car,pig,-0.9766621198505163
387,car,skull,-0.8388835936784744
388,card,playing,-0.7337377369403839
389,card,see,-1.0376532599329948
390,carrier,carrier,-0.0
391,carrier,traveler,-0.7448289692401886
392,carrier,vehicle,-0.744132936000824
393,carrot,memorial,-0.9927314301021397
394,carrot,salad,-0.34433066844940186
395,cart,wagon,-0.7577185779809952
396,cartoon,wit,-0.9405981153249741
397,case,clients,-0.7738534808158875
398,cast,cast,-0.0
399,cast,shoot,-0.8543167114257812
400,castle,patio,-0.9363533034920692
401,castle,ruin,-0.7724106311798096
402,cat,garden,-0.9506199955940247
403,catch,catching,-0.22656726837158203
404,catch,hooks,-0.6070036888122559
405,catching,perceive,-0.996353347087279
406,catching,playing,-0.8608561307191849
407,category,flavor,-0.9636845625936985
408,catering,loan,-1.073435164988041
409,caterpillar,paint,-0.9752900153398514
410,cathedral,step,-0.9992614100920036
411,cattle,goat,-0.4155166745185852
412,cattle,web,-1.1514215469360352
413,cautious,film,-1.1114485412836075
414,ceiling,marble,-0.507648229598999
415,ceiling,mug,-1.0126667181029916
416,ceiling,room,-0.498813271522522
417,ceiling,staircase,-0.37823688983917236
418,ceiling,wall,-0.361488938331604
419,cell,membrane,-0.412067174911499
420,cemetery,grave,-0.4088131785392761
421,cemetery,memorial,-0.3738630414009094
422,center,center,-0.0
423,center,refer,-0.9664824642241001
424,century,period,-0.4806920886039734
425,century,temperature,-0.8798462301492691
426,ceramic,floor,-0.8394224941730499
427,chance,fortune,-0.6389497816562653
428,chance,opportunity,-0.3046609163284302
429,chance,ring,-0.9753756839782
430,change,laundering,-1.0349330008029938
431,change,transforming,-0.8908603116869926
432,change,yielding,-1.1429413706064224
433,channel,sound,-0.8587982654571533
434,chaos,death,-0.7646720856428146
435,chapel,porch,-0.8175702840089798
436,chapel,ruin,-0.8200695216655731
437,charcoal,fuel,-0.717961460351944
438,charge,damage,-0.7705492079257965
439,charge,sentence,-0.7480498850345612
440,checked,checked,-0.0
441,cheer,musician,-1.1217593923211098
442,cheese,food,-0.6349969804286957
443,cheetah,flame,-0.8781296387314796
444,chemical,intermediate,-0.8876503854990005
445,chemistry,patient,-1.029742769896984
446,cherry,fruit,-0.43368804454803467
447,cherry,grape,-0.45322132110595703
448,cherry,lamb,-0.9623807370662689
449,cherry,meat,-0.9353862181305885
450,cherry,orange,-0.48270976543426514
451,cherry,raspberry,-0.30746209621429443
452,chess,family,-0.8980284482240677
453,chess,toy,-0.7784538567066193
454,chicken,lamb,-0.3050016164779663
455,chicken,poultry,-0.3842734098434448
456,chief,guru,-0.6087581217288971
457,child,lad,-0.8496803045272827
458,child,street,-0.9795232582837343
459,chile,plate,-0.8275499194860458
460,chocolate,rock,-1.0177316162735224
461,choice,option,-0.3679993152618408
462,chopper,poppy,-0.8962227925658226
463,chord,play,-0.8919283226132393
464,christmas,valentine,-0.2263939380645752
465,church,porch,-0.8404362350702286
466,church,temple,-0.4908841848373413
467,circle,oval,-0.5687311589717865
468,circle,sport,-0.9389582872390747
469,city,round,-0.820148304104805
470,city,ruin,-0.8761290311813354
471,city,sidewalk,-0.8510811924934387
472,city,square,-0.6474183797836304
473,city,urban,-0.4734939932823181
474,class,sex,-1.026951014995575
475,cliff,coast,-0.822956845164299
476,cliff,harbour,-0.9454677477478981
477,cliff,waterfall,-0.5374149084091187
478,clinic,session,-0.8058585226535797
479,clock,timer,-0.41408270597457886
480,close,short,-0.6570125222206116
481,closed,closed,-0.0
482,closed,state,-0.8846715092658997
483,closed,up,-0.8548154830932617
484,closing,closing,-0.0
485,closing,finale,-0.720165491104126
486,clothes,short,-0.8041496425867081
487,cloud,energy,-0.9235493913292885
488,club,hockey,-0.6024990379810333
489,club,shirt,-0.7430981695652008
490,clubhouse,pop,-1.0502669624984264
491,clue,parish,-1.026118665933609
492,coast,scenery,-0.704353392124176
493,coast,sunk,-0.6654767990112305
494,coast,zebra,-0.9519507400691509
495,coat,resurfacing,-1.077930398285389
496,coat,roof,-0.9163491353392601
497,cock,penis,-0.37239640951156616
498,cocktail,garage,-0.9586400389671326
499,cocktail,restaurant,-0.655236005783081
500,coffee,meeting,-0.7496055662631989
